graph_idx,class,label,subject,num_nodes,num_edges,node_feat_mean,node_feat_std,node_feat_min,node_feat_max
41,EC,1,S02-EC,24,552,15.392715,74.00348,-1.2311966,856.524
42,DMT,0,S02-DMT,24,552,5.408171,16.611294,-1.3183944,136.4774
43,DMT,0,S22-DMT,24,552,16.516817,60.7336,-1.2542707,512.0371
44,EO,2,S34-EO,24,552,19.679472,138.35837,-1.2765944,1684.7466
45,DMT,0,S33-DMT,24,552,37.306644,211.13759,-1.2302493,2574.3628
46,EC,1,S04-EC,24,552,10.483764,36.97818,-1.2472631,421.2778
47,DMT,0,S02-DMT,24,552,5.290941,15.826997,-1.3336082,109.06245
48,EC,1,S02-EC,24,552,15.01633,61.549026,-1.2429299,610.8447
49,DMT,0,S34-DMT,24,552,30.090357,152.9087,-1.2272602,1507.5803
50,EC,1,S10-EC,24,552,17.191916,70.50755,-1.262012,636.48126
51,DMT,0,S02-DMT,24,552,36.6222,254.64655,-1.2460557,3380.627
52,EC,1,S28-EC,24,552,40.5561,432.897,-1.2485886,6012.6587
53,EC,1,S29-EC,24,552,109.67577,1357.4856,-1.2637972,18859.342
54,DMT,0,S04-DMT,24,552,25.40492,243.83495,-1.339468,3373.0066
55,EC,1,S34-EC,24,552,13.30609,39.488026,-1.2360798,367.9527
56,EC,1,S05-EC,24,552,13.9231825,67.710266,-1.3145361,796.71075
57,DMT,0,S16-DMT,24,552,15.588498,47.455734,-1.2341605,316.57272
58,DMT,0,S34-DMT,24,552,20.080454,102.486824,-1.2632785,1253.9506
59,EO,2,S13-EO,24,552,13.996438,114.01728,-1.3087463,1569.4789
60,EC,1,S29-EC,24,552,15.288243,60.42984,-1.2450447,693.5328
61,DMT,0,S34-DMT,24,552,2.9116986,6.6619015,-1.5489848,49.478344
62,DMT,0,S21-DMT,24,552,10.733182,50.797523,-1.241386,634.52686
63,DMT,0,S30-DMT,24,552,19.435043,122.376884,-1.2597599,1526.2914
64,EO,2,S20-EO,24,552,46.582947,480.00513,-1.277732,6654.7026
65,EC,1,S18-EC,24,552,55.738617,505.17014,-1.3034558,6756.1226
66,EO,2,S25-EO,24,552,12.2914095,50.371357,-1.2745085,458.3152
67,EC,1,S12-EC,24,552,14.988068,58.91129,-1.251561,606.18427
68,EC,1,S11-EC,24,552,2.7975538,5.89844,-1.4257356,55.585278
69,EC,1,S01-EC,24,552,16.877586,86.10001,-1.3008817,908.36743
70,EO,2,S27-EO,24,552,5.995317,17.467638,-1.3312896,123.86504
71,DMT,0,S33-DMT,24,552,5.180897,33.10456,-1.6088024,448.9306
72,EO,2,S07-EO,24,552,16.232592,108.237114,-1.3079424,1199.2421
73,EC,1,S10-EC,24,552,11.392506,34.428753,-1.2448895,237.7796
74,EC,1,S12-EC,24,552,16.278852,74.24575,-1.2391267,831.3922
75,EC,1,S10-EC,24,552,3.6818154,14.225192,-1.5068512,152.88184
76,EC,1,S07-EC,24,552,25.61026,108.50344,-1.2487948,973.37305
77,DMT,0,S04-DMT,24,552,266.42062,3456.3403,-1.2442765,48029.14
78,DMT,0,S16-DMT,24,552,9.128853,26.990246,-1.2612035,222.02367
79,EC,1,S01-EC,24,552,6.093483,23.83151,-1.7302266,277.77936
80,EO,2,S12-EO,24,552,23.815714,109.46954,-1.2451687,1053.7511
81,DMT,0,S16-DMT,24,552,16.520239,68.9114,-1.2479107,759.79834
82,DMT,0,S21-DMT,24,552,9.148455,35.706757,-1.2895678,304.4259
83,DMT,0,S33-DMT,24,552,31.429415,133.46211,-1.2420171,1094.1562
84,EC,1,S31-EC,24,552,4.18037,12.260379,-1.6519288,94.69919
85,EC,1,S16-EC,24,552,8.253726,23.586693,-1.25887,173.5594
86,EO,2,S13-EO,24,552,3.566431,13.812387,-1.6762313,139.6543
87,EO,2,S16-EO,24,552,32.82654,353.09146,-1.3607975,4901.263
88,DMT,0,S27-DMT,24,552,59.291935,627.2048,-1.2639102,8656.036
89,EO,2,S02-EO,24,552,6.766033,31.995726,-1.520993,378.46866
90,EC,1,S02-EC,24,552,8.387855,28.114943,-1.3332359,196.1278
91,EC,1,S27-EC,24,552,6.6837616,23.981749,-1.2718605,233.79628
92,EC,1,S22-EC,24,552,6.6706223,31.251562,-1.3521907,357.65186
93,EC,1,S07-EC,24,552,22.775305,90.95068,-1.2273982,891.129
94,EO,2,S20-EO,24,552,32.168736,270.95752,-1.274008,3623.168
95,EC,1,S31-EC,24,552,3.2186043,13.2385645,-1.4539939,174.14987
96,EO,2,S27-EO,24,552,21.204885,80.648544,-1.2299862,662.94653
97,DMT,0,S21-DMT,24,552,37.630096,176.73192,-1.248572,1720.8173
98,DMT,0,S02-DMT,24,552,25.678802,124.11137,-1.2365913,1455.6045
99,EO,2,S25-EO,24,552,22.50892,123.11413,-1.2570742,1349.1191
100,DMT,0,S27-DMT,24,552,203.87024,2073.6575,-1.2351205,28041.754
101,DMT,0,S21-DMT,24,552,17.438742,77.02763,-1.2645332,800.7762
102,EO,2,S34-EO,24,552,8.306119,42.220142,-1.5359906,427.1291
103,EO,2,S34-EO,24,552,12.125995,38.48649,-1.3285933,311.34988
104,DMT,0,S16-DMT,24,552,4.252941,21.700405,-1.4472306,289.60672
105,EO,2,S20-EO,24,552,4.385513,16.066538,-1.4979604,191.76613
106,DMT,0,S29-DMT,24,552,3.8678215,11.810071,-1.4068477,98.0973
107,EC,1,S22-EC,24,552,5.1271796,16.705887,-1.3188215,179.57089
108,DMT,0,S08-DMT,24,552,37.061676,328.7429,-1.285312,4505.198
109,DMT,0,S08-DMT,24,552,1435.2158,19605.19,-1.2304589,272382.8
110,EC,1,S04-EC,24,552,24.152834,109.9144,-1.2315094,1328.86
111,DMT,0,S21-DMT,24,552,34.267063,250.38327,-1.2506073,3389.0403
112,EC,1,S01-EC,24,552,17.167131,79.06756,-1.2427062,768.4901
113,DMT,0,S05-DMT,24,552,25.016745,160.07446,-1.2595109,2112.521
114,EC,1,S01-EC,24,552,282.18408,2886.7397,-1.2313554,39151.34
115,EC,1,S34-EC,24,552,9.988442,44.819656,-1.2567451,421.2977
116,EO,2,S20-EO,24,552,10.372445,33.668415,-1.2918901,298.06766
117,EO,2,S01-EO,24,552,15.4278,84.82936,-1.2456728,1121.6448
118,EO,2,S16-EO,24,552,14.924817,45.929405,-1.2361813,266.53336
119,EC,1,S02-EC,24,552,6.0950685,25.453688,-1.4297434,264.1315
120,EC,1,S07-EC,24,552,25.642721,99.21827,-1.2279412,806.924
121,DMT,0,S15-DMT,24,552,2.439472,7.9741974,-1.4065579,105.319214
122,EC,1,S01-EC,24,552,27.502808,206.49924,-1.3106767,2741.176
123,EC,1,S16-EC,24,552,13.633602,68.854095,-1.2684257,825.4548
124,EC,1,S11-EC,24,552,92.85984,930.7519,-1.2566206,12759.099
125,EC,1,S29-EC,24,552,2.296862,4.3479686,-1.5468445,25.819202
126,EC,1,S07-EC,24,552,35.50775,148.675,-1.2276022,1432.1245
127,DMT,0,S12-DMT,24,552,16.278402,96.185394,-1.2720724,1187.4268
128,DMT,0,S28-DMT,24,552,8.504659,36.02181,-1.3193008,410.22076
129,DMT,0,S13-DMT,24,552,4.1834335,9.8125515,-1.3243607,71.433464
130,DMT,0,S33-DMT,24,552,10.540928,68.11222,-1.2627342,927.9586
131,DMT,0,S34-DMT,24,552,32.491543,162.31209,-1.2233536,1958.606
132,DMT,0,S15-DMT,24,552,11.581035,50.685566,-1.2804645,613.77405
133,EC,1,S29-EC,24,552,24.960976,93.67764,-1.2400947,911.85345
134,DMT,0,S07-DMT,24,552,9.495692,28.886675,-1.2386733,264.00916
135,EC,1,S22-EC,24,552,22.639227,107.61673,-1.253166,1119.7964
136,EC,1,S34-EC,24,552,5.7334466,19.177008,-1.5118463,199.07436
137,EO,2,S13-EO,24,552,34.244236,261.79846,-1.2768811,3541.9873
138,EC,1,S31-EC,24,552,4.3319106,11.71047,-1.3140162,115.48028
139,EC,1,S05-EC,24,552,2.0919828,3.5227354,-1.5041203,24.416014
140,EO,2,S26-EO,24,552,2.3140192,5.370027,-1.4119697,61.763775
141,DMT,0,S15-DMT,24,552,6.935786,28.897694,-1.3375746,361.94452
142,DMT,0,S34-DMT,24,552,20.519598,149.40363,-1.2436271,2035.8802
143,EC,1,S29-EC,24,552,13.518417,50.698605,-1.2692392,448.79938
144,EC,1,S28-EC,24,552,12.825784,55.760315,-1.267139,562.31616
145,DMT,0,S16-DMT,24,552,17.382578,129.26788,-1.356352,1715.7937
146,EO,2,S23-EO,24,552,11.837293,36.511753,-1.2469692,247.30779
147,DMT,0,S33-DMT,24,552,2.8958008,9.091273,-1.4943038,110.47429
148,EO,2,S27-EO,24,552,3.10558,7.333155,-1.5222071,57.755554
149,EO,2,S31-EO,24,552,84.11069,782.9815,-1.2580307,10682.98
150,EC,1,S29-EC,24,552,98.181145,1059.4714,-1.2433052,14701.038
151,DMT,0,S18-DMT,24,552,42.193752,238.42386,-1.2261164,2312.3625
152,DMT,0,S28-DMT,24,552,26.237791,183.76701,-1.2377697,2351.687
153,DMT,0,S12-DMT,24,552,13.321381,54.96884,-1.2532771,668.0818
154,DMT,0,S12-DMT,24,552,53.818882,544.5594,-1.249743,7544.094
155,DMT,0,S16-DMT,24,552,15.313825,53.47421,-1.2496599,535.54877
156,EO,2,S01-EO,24,552,10.7393,56.646847,-1.2778624,589.63495
157,EC,1,S29-EC,24,552,88.2709,908.55756,-1.2198161,12588.704
158,EC,1,S11-EC,24,552,6.6364555,20.966831,-1.2857901,218.68993
159,DMT,0,S18-DMT,24,552,2.7305229,9.435775,-1.5043597,122.09852
160,EO,2,S08-EO-ICA-prune.set,24,552,105.565025,1267.2319,-1.236361,17608.7
161,EO,2,S35-EO,24,552,26.766432,96.415375,-1.2450762,647.17773
162,DMT,0,S01-DMT,24,552,3.8877068,8.3740835,-1.2586972,53.081806
163,EO,2,S27-EO,24,552,40.34589,211.97354,-1.2378695,2207.668
164,EC,1,S11-EC,24,552,22.82377,119.30678,-1.218653,1221.9529
165,EO,2,S01-EO,24,552,20.182617,75.04538,-1.2336959,582.2757
166,DMT,0,S27-DMT,24,552,5.686708,26.682463,-1.5775163,268.99643
167,EC,1,S01-EC,24,552,99.10038,885.19727,-1.2344947,11976.303
168,EC,1,S34-EC,24,552,15.305415,70.59206,-1.2506754,699.5601
169,EC,1,S16-EC,24,552,32.237003,275.71936,-1.3764896,3686.1973
170,EC,1,S05-EC,24,552,6.5068283,25.152462,-1.3353509,303.66318
171,EC,1,S01-EC,24,552,22.344645,87.37416,-1.2397043,909.63226
172,EO,2,S02-EO,24,552,6.18782,20.395214,-1.3724538,210.53236
173,EC,1,S11-EC,24,552,10.1592455,36.180725,-1.2770406,380.19205
174,DMT,0,S16-DMT,24,552,38.262054,212.8849,-1.2271982,2712.0066
175,EO,2,S28-EO,24,552,3.7528036,16.250633,-1.5374734,198.03584
176,EC,1,S02-EC,24,552,20.266031,97.19871,-1.2528605,1137.4742
177,EO,2,S13-EO,24,552,8.984912,43.571762,-1.3051873,561.4446
178,EO,2,S27-EO,24,552,5.0110703,14.390634,-1.297532,141.43347
179,EO,2,S26-EO,24,552,15.517509,69.21998,-1.2478483,644.6043
180,DMT,0,S34-DMT,24,552,13.676206,61.04224,-1.2731913,671.7168
181,EC,1,S18-EC,24,552,7.6032825,27.341825,-1.3170366,230.97554
182,EC,1,S22-EC,24,552,4.458715,24.625053,-1.5695953,327.65198
183,EC,1,S18-EC,24,552,7.288498,35.523098,-1.3033677,467.95477
184,EC,1,S01-EC,24,552,51.81271,294.3941,-1.2281194,3027.267
185,DMT,0,S13-DMT,24,552,5.3625655,19.859123,-1.4871687,178.7794
186,EO,2,S33-EO,24,552,3.9297092,14.851431,-1.5284941,190.24883
187,DMT,0,S33-DMT,24,552,13.626653,58.144676,-1.2922435,678.91797
188,EC,1,S01-EC,24,552,101.341034,938.3917,-1.2406104,12936.319
189,EO,2,S08-EO-ICA-prune.set,24,552,22.483007,114.11999,-1.2685196,1231.4917
190,EC,1,S22-EC,24,552,8.920923,25.119202,-1.2741041,182.38164
191,DMT,0,S02-DMT,24,552,26.313211,141.41896,-1.2301426,1575.7457
192,EO,2,S02-EO,24,552,13.241586,77.6119,-1.3338957,1016.27606
193,DMT,0,S22-DMT,24,552,6.6397214,25.357515,-1.2881078,238.68439
194,EO,2,S25-EO,24,552,29.24457,128.97034,-1.2401531,1193.189
195,EC,1,S11-EC,24,552,25.231491,108.20974,-1.2368253,1048.456
196,EC,1,S31-EC,24,552,15.22775,66.740295,-1.2895108,597.0007
197,EC,1,S18-EC,24,552,7.1750374,21.124613,-1.2896267,210.7329
198,DMT,0,S18-DMT,24,552,12.4117,42.86061,-1.2583125,394.5082
199,DMT,0,S01-DMT,24,552,5.8620896,40.44703,-1.4535073,549.12463
200,EO,2,S20-EO,24,552,9.990577,35.14733,-1.2505788,385.8279
201,EO,2,S23-EO,24,552,56.544037,528.05066,-1.2219782,7246.637
202,DMT,0,S20-DMT,24,552,2.4272938,6.2739983,-1.426824,63.737095
203,EC,1,S18-EC,24,552,249.83545,2990.088,-1.2406749,41478.918
204,DMT,0,S01-DMT,24,552,4.007768,17.328354,-1.4716364,218.61845
205,DMT,0,S34-DMT,24,552,13.574112,120.232574,-1.4630601,1656.1309
206,DMT,0,S28-DMT,24,552,12.716424,44.223213,-1.2763382,427.9268
207,DMT,0,S15-DMT,24,552,441.69418,5385.9263,-1.2766124,74671.07
208,EO,2,S35-EO,24,552,14.028148,57.727367,-1.3282081,500.23563
209,EO,2,S35-EO,24,552,280.00418,3132.883,-1.2479367,43129.7
210,EO,2,S07-EO,24,552,3.1738737,10.437126,-1.4699671,128.49281
211,DMT,0,S20-DMT,24,552,29.675306,157.09872,-1.2329386,1748.385
212,DMT,0,S22-DMT,24,552,6.474356,51.501686,-1.4948915,712.48267
213,EO,2,S16-EO,24,552,7.5171394,21.376137,-1.2650303,155.6563
214,EO,2,S14-EO,24,552,51.580463,480.20276,-1.2198175,6621.7544
215,DMT,0,S33-DMT,24,552,18.578882,114.09002,-1.3273386,1416.9042
216,EC,1,S08-EC,24,552,16.58465,95.09034,-1.2483659,1209.1096
217,EC,1,S04-EC,24,552,34.16218,188.12389,-1.2400358,2424.1707
218,EO,2,S33-EO,24,552,23.161951,124.19177,-1.2370584,1614.9192
219,EO,2,S07-EO,24,552,9.095218,30.072159,-1.2568226,287.6532
220,DMT,0,S34-DMT,24,552,20.635443,137.02533,-1.2478975,1803.6783
221,EO,2,S31-EO,24,552,9.1734915,34.159836,-1.2480558,408.9332
222,EO,2,S14-EO,24,552,104.1233,1122.2688,-1.2424912,15561.815
223,DMT,0,S02-DMT,24,552,4.5146236,12.362959,-1.3314904,116.89102
224,EC,1,S12-EC,24,552,60.27632,733.2027,-1.3153484,10188.827
225,EO,2,S31-EO,24,552,24.66712,129.43633,-1.2867429,1272.7554
226,EO,2,S29-EO,24,552,4.108267,19.59038,-1.5427849,247.27979
227,DMT,0,S34-DMT,24,552,52.648212,323.43164,-1.2312167,3785.194
228,EO,2,S01-EO,24,552,22.63096,87.27489,-1.2292506,891.6457
229,DMT,0,S18-DMT,24,552,41.710472,196.67242,-1.2283657,1791.2223
230,EO,2,S33-EO,24,552,64.77305,655.6458,-1.245553,8972.945
231,DMT,0,S08-DMT,24,552,16.54029,53.67097,-1.267443,405.3079
232,DMT,0,S08-DMT,24,552,26.132217,131.63377,-1.2263004,1376.1959
233,DMT,0,S12-DMT,24,552,2.0380793,4.494943,-1.3171933,52.64217
234,EC,1,S08-EC,24,552,7.4044914,25.613934,-1.3392384,266.42084
235,EO,2,S14-EO,24,552,85.78376,1116.2659,-1.3082442,15511.249
236,EC,1,S10-EC,24,552,12.484497,56.656628,-1.2419893,706.55896
237,EO,2,S08-EO-ICA-prune.set,24,552,7.033975,23.275932,-1.3623077,239.60046
238,DMT,0,S22-DMT,24,552,13.064151,45.072536,-1.249496,335.38004
239,DMT,0,S07-DMT,24,552,10.813132,31.035345,-1.2627228,196.37407
240,DMT,0,S27-DMT,24,552,29.224283,175.48055,-1.2181493,2333.022
241,DMT,0,S22-DMT,24,552,3.807851,11.857719,-1.4823716,102.03251
242,DMT,0,S15-DMT,24,552,59.666065,380.00223,-1.2174523,4113.9204
243,DMT,0,S07-DMT,24,552,17.504456,54.985558,-1.2243792,405.57452
244,EC,1,S16-EC,24,552,54.33391,436.23862,-1.2265803,5928.9985
245,DMT,0,S20-DMT,24,552,22.587824,107.19019,-1.2245479,1252.3435
246,DMT,0,S04-DMT,24,552,39.036068,156.69914,-1.2433242,1191.6598
247,EC,1,S02-EC,24,552,32.52217,183.11946,-1.2588836,2092.596
248,EC,1,S02-EC,24,552,32.719517,295.18573,-1.257132,4083.2266
249,EO,2,S30-EO,24,552,2.3972518,4.6178827,-1.4937949,36.69808
250,EC,1,S18-EC,24,552,8.639537,32.13017,-1.2300584,364.6728
251,DMT,0,S02-DMT,24,552,7.164617,28.279835,-1.30021,257.7913
252,EO,2,S12-EO,24,552,4.7774568,21.806845,-1.4689851,273.1782
253,EO,2,S35-EO,24,552,13.30218,55.15209,-1.2302212,561.51636
254,EC,1,S02-EC,24,552,23.479086,141.41501,-1.2499532,1863.3971
255,EO,2,S01-EO,24,552,12.336037,64.58548,-1.2650113,839.1594
256,DMT,0,S08-DMT,24,552,2.5629225,5.4967637,-1.399939,40.6857
257,DMT,0,S16-DMT,24,552,245.05603,2920.238,-1.2321995,40508.977
258,DMT,0,S20-DMT,24,552,16.60121,79.744446,-1.273151,952.4878
259,EC,1,S08-EC,24,552,12.465443,53.836613,-1.3175892,559.334
260,EC,1,S26-EC,24,552,2.7073994,5.2441216,-1.5756308,45.9408
261,DMT,0,S04-DMT,24,552,48.80899,413.30457,-1.2585273,5430.251
262,EO,2,S35-EO,24,552,31.859491,134.37224,-1.2294656,1278.5999
263,DMT,0,S30-DMT,24,552,21.178226,76.43142,-1.2329696,648.24255
264,EO,2,S27-EO,24,552,36.286503,259.7883,-1.2236782,3484.484
265,EC,1,S31-EC,24,552,30.24101,150.67451,-1.2246829,1533.0302
266,DMT,0,S18-DMT,24,552,8.707803,43.75838,-1.3255352,571.4411
267,EC,1,S01-EC,24,552,33.873196,292.58148,-1.2660538,3964.7253
268,EC,1,S29-EC,24,552,321.5859,4018.544,-1.2314762,55762.477
269,EC,1,S11-EC,24,552,12.184654,49.320526,-1.2665852,437.15582
270,EO,2,S25-EO,24,552,14.515854,100.06151,-1.3900915,1304.5507
271,EO,2,S12-EO,24,552,9.39932,64.587685,-1.5215247,690.0848
272,EO,2,S14-EO,24,552,5.5840974,17.57317,-1.2835596,153.50241
273,DMT,0,S15-DMT,24,552,3.7223186,15.835249,-1.6429373,166.40729
274,DMT,0,S27-DMT,24,552,15.010438,67.1049,-1.2569093,703.5927
275,DMT,0,S34-DMT,24,552,26.482101,144.67088,-1.2751583,1612.4124
276,EO,2,S34-EO,24,552,7.158797,23.842833,-1.3151852,210.0556
277,EO,2,S33-EO,24,552,5.724563,20.960272,-1.3194486,240.9752
278,DMT,0,S28-DMT,24,552,5.121986,19.545443,-1.475817,193.85454
279,DMT,0,S20-DMT,24,552,4.917087,11.626589,-1.2925776,71.60685
280,EO,2,S33-EO,24,552,11.67276,43.297188,-1.2418244,349.59622
281,EC,1,S01-EC,24,552,17.425484,89.0702,-1.281686,1041.1266
282,EO,2,S02-EO,24,552,9.81667,39.89708,-1.3029896,319.51883
283,DMT,0,S29-DMT,24,552,26.8284,139.69827,-1.264831,1568.0642
284,EO,2,S02-EO,24,552,64.169,828.1885,-1.269911,11509.065
285,EC,1,S07-EC,24,552,26.853434,97.993935,-1.2301092,914.5512
286,EC,1,S04-EC,24,552,28.277498,127.81389,-1.2358202,1221.5697
287,DMT,0,S16-DMT,24,552,23.607964,151.66037,-1.273956,2023.1338
288,DMT,0,S15-DMT,24,552,6.323988,29.52976,-1.3066701,387.23026
289,EO,2,S33-EO,24,552,26.53301,144.0075,-1.2513963,1779.268
290,DMT,0,S04-DMT,24,552,3.3894107,12.28478,-1.4631512,149.911
291,EC,1,S16-EC,24,552,19.8086,103.35517,-1.2749164,1322.8296
292,EC,1,S34-EC,24,552,35.295193,168.70291,-1.2527024,1896.4354
293,DMT,0,S01-DMT,24,552,32.78323,234.23059,-1.2363398,3192.4763
294,EC,1,S34-EC,24,552,18.975838,71.37912,-1.2515761,733.4946
295,EC,1,S21-EC,24,552,2.7332184,8.403548,-1.3325182,92.09547
296,EO,2,S16-EO,24,552,17.39764,66.24728,-1.2454098,663.56024
297,DMT,0,S33-DMT,24,552,13.037969,52.464024,-1.2602816,509.2324
298,DMT,0,S02-DMT,24,552,30.374735,179.22841,-1.2523756,2133.1016
299,DMT,0,S01-DMT,24,552,25.768356,122.804436,-1.2426946,1302.7959
300,EC,1,S21-EC,24,552,6.441646,31.142393,-1.3274935,416.03403
301,DMT,0,S05-DMT,24,552,30.285452,185.35931,-1.2232903,2170.2646
302,EC,1,S04-EC,24,552,2.20498,3.6357076,-1.5401223,21.691618
303,EO,2,S25-EO,24,552,49.264053,405.34845,-1.2558316,5513.1855
304,EC,1,S11-EC,24,552,5.8473454,17.334919,-1.2882403,138.50186
305,EO,2,S12-EO,24,552,5.466128,20.42977,-1.5298047,180.15372
306,DMT,0,S30-DMT,24,552,20.204432,76.707565,-1.2351321,701.2786
307,EC,1,S08-EC,24,552,12.728222,66.95823,-1.2821457,845.5233
308,DMT,0,S29-DMT,24,552,74.93216,678.11475,-1.2645345,9257.746
309,DMT,0,S15-DMT,24,552,22.948263,129.48543,-1.2362779,1714.7563
310,DMT,0,S27-DMT,24,552,71.67606,630.23706,-1.2385517,8618.95
311,DMT,0,S21-DMT,24,552,8.186463,37.06764,-1.301625,452.7665
312,EO,2,S01-EO,24,552,13.490493,76.50024,-1.2823392,996.16974
313,DMT,0,S30-DMT,24,552,19.34429,64.29203,-1.2192746,458.94763
314,DMT,0,S13-DMT,24,552,12.935391,81.43561,-1.3584678,1062.6368
315,EO,2,S25-EO,24,552,2.7270381,8.568,-1.6524231,83.38748
316,EO,2,S16-EO,24,552,12.883736,45.652313,-1.2719023,424.31992
317,EO,2,S23-EO,24,552,26.904425,190.64142,-1.2547836,2571.4634
318,EO,2,S12-EO,24,552,39.376614,248.6075,-1.2749144,3111.871
319,EC,1,S28-EC,24,552,10.903712,40.516266,-1.3048835,362.99228
320,DMT,0,S15-DMT,24,552,21.273687,110.22112,-1.2372277,1369.0352
321,DMT,0,S22-DMT,24,552,2.6559331,5.5189853,-1.5688999,44.922623
322,EO,2,S33-EO,24,552,31.879349,124.8243,-1.2366083,1123.2563
323,EO,2,S33-EO,24,552,23.705454,109.45983,-1.2399601,1005.6059
324,DMT,0,S28-DMT,24,552,6.633381,23.839264,-1.3607235,199.04874
325,EC,1,S05-EC,24,552,33.041378,156.43129,-1.2283275,1429.5795
326,DMT,0,S30-DMT,24,552,27.145477,190.41568,-1.2272444,2588.2163
327,EC,1,S34-EC,24,552,7.5579724,37.791252,-1.5584997,416.3398
328,EC,1,S07-EC,24,552,19.065859,88.876274,-1.2482338,1056.7079
329,DMT,0,S15-DMT,24,552,23.721342,283.43713,-1.4486938,3938.0278
330,EO,2,S25-EO,24,552,15.220459,84.26751,-1.2859476,1029.2441
331,DMT,0,S22-DMT,24,552,4.4969325,19.747114,-1.4639965,207.15912
332,EC,1,S05-EC,24,552,2.2018344,5.6470423,-1.4513167,70.6715
333,EO,2,S33-EO,24,552,12.48733,73.17638,-1.2813201,964.29346
334,EC,1,S01-EC,24,552,17.41332,110.77165,-1.2722352,1489.8953
335,DMT,0,S04-DMT,24,552,2.8714302,6.1053963,-1.4910003,54.405117
336,EC,1,S04-EC,24,552,4.257797,10.004736,-1.3315086,70.13144
337,DMT,0,S16-DMT,24,552,8.857911,35.954082,-1.2726846,431.0289
338,DMT,0,S05-DMT,24,552,3.2463055,11.140059,-1.4526649,138.57982
339,EO,2,S16-EO,24,552,21.644796,120.8734,-1.2626781,1469.5339
340,DMT,0,S15-DMT,24,552,5.0463414,29.014872,-1.4331671,392.59576
341,DMT,0,S34-DMT,24,552,7.846939,34.1355,-1.3291196,429.9938
342,EO,2,S14-EO,24,552,8.802849,59.86458,-1.3355927,800.8128
343,EO,2,S02-EO,24,552,22.662575,91.12914,-1.2686467,774.6756
344,EC,1,S02-EC,24,552,6.0765343,23.675018,-1.2740362,256.84775
